Date,Open,High,Low,Close,Volume
2022-01-21,84.57,85.56,82.78,85.14,509103
2022-01-24,84.91,86.09,81.9,83.31,511695
2022-01-25,84.15,85.71,82.99,85.6,507219
2022-01-26,85.26,87.95,85.01,87.35,459642
2022-01-27,87.15,88.54,86.2,86.61,427804
2022-01-28,87.5,88.84,86.44,86.82,436172
2022-01-31,87.45,88.39,86.34,88.15,359080
2022-02-01,88.15,88.87,86.55,88.2,376841
2022-02-02,88.35,89.72,87.1,88.26,456863
2022-02-03,87.98,90.45,86.75,90.27,465771
2022-02-04,90.19,93.17,90.07,92.31,410926
