Date,Open,High,Low,Close,Volume
2022-01-21,48.88,49.06,48.37,48.65,6755200
2022-01-24,47.25,48.04,46.37,48,6990600
2022-01-25,48.24,50,47.7,49.74,5845600
2022-01-26,51.27,51.69,50.59,50.91,6739400
2022-01-27,51.8,52.09,50.65,51.11,6006800
2022-01-28,50.9,51.2,50.31,51.04,6754600
2022-01-31,51.04,51.04,51.04,51.04,0
2022-02-01,51.59,52.73,51.47,52.68,2426100
2022-02-02,52.76,53.29,52.34,53.25,4255600
2022-02-03,53.09,53.99,52.68,53.91,5748500
2022-02-04,54.77,55.28,54.63,55.1,6046600
