Date,Open,High,Low,Close,Volume
2022-01-21,3.84,4.04,3.83,4,70256
2022-01-24,3.91,4.07,3.88,4.03,47100
2022-01-25,3.96,4.08,3.89,4.05,23443
2022-01-26,4.04,4.39,4.01,4.28,44321
2022-01-27,4.23,7.35,4.23,6.26,193252
2022-01-28,4.34,4.88,4.29,4.64,263418
2022-01-31,4.87,5.06,4.7,4.87,156746
2022-02-01,4.92,4.97,4.62,4.75,140785
2022-02-02,4.89,5.57,4.86,5.5,305898
2022-02-03,5.42,5.45,4.82,4.89,205841
2022-02-04,4.93,5.09,4.49,4.57,152119
